State_ID,plant_id,plant_name,plant_group,min_height(ft),max_height(ft),water_necessity (1Lcup/day),maintenance,sunlight,indoor,outdoor,potted,shortest_growth_period(year),longest_growth_period(year),min_area_square_feet,Co2_absorption(kg)_per_year,O2_release(kg)_per_year,lifetime(year),lowest_temp,highest_temp,Uses,description,,,,,
MON,12,နနွင်း,ဟင်းသီးဟင်းရွက်ပင်,၁,၃,၄,အသင့်အတင့်,အသင့်အတင့်,ရ,ရ,ရ,၀.၅,၁,၂,၂,၁.၂,၄,၁၀°C,၃၅°C,ဟင်းချက် (အမွှေးအကြိုင်၊ ဟင်း)၊ ဆေးဖက်ဝင် (ရောင်ရမ်းမှုကျ၊ ဓာတ်တိုးဆန့်ကျင်),ဟင်းချက်ရာနှင့် တိုင်းရင်းဆေးဝါးများတွင် သုံးစွဲသော ရွှေဝါရောင် မြေအောက်တက်မျိုးဖြစ်ပြီး ချင်း(ဂျင်း)ကဲ့သို့သော စိုက်ပျိုးမှုအခြေအနေများကို လိုအပ်သည်။,,,,,
AYY,13,ရွှေဖရုံသီး,ဟင်းသီးဟင်းရွက်ပင်,၁,၂,၄,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,မရ,၀.၂၅,၀.၅,၉,၄,၂.၅,၁,၁၂°C,၃၅°C,ချက်ပြုတ် (ဟင်းချို၊ ဖုတ်)၊ အချိုပွဲ၊ ဆေးဖက်ဝင် (ဗီတာမင်ကြွယ်ဝ),အသီးကြီးများ သီးသော နွယ်ပင်အမျိုးအစားဖြစ်ပြီး နေရာကျယ်ဝန်းမှုနှင့် မြေဆီသြဇာ ကောင်းမွန်မှု လိုအပ်သည်။,,,,,
BGO,13,ရွှေဖရုံသီး,ဟင်းသီးဟင်းရွက်ပင်,၁,၂,၄,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,မရ,၀.၂၅,၀.၅,၉,၄,၂.၅,၁,၁၂°C,၃၅°C,ချက်ပြုတ် (ဟင်းချို၊ ဖုတ်)၊ အချိုပွဲ၊ ဆေးဖက်ဝင် (ဗီတာမင်ကြွယ်ဝ),အသီးကြီးများ သီးသော နွယ်ပင်အမျိုးအစားဖြစ်ပြီး နေရာကျယ်ဝန်းမှုနှင့် မြေဆီသြဇာ ကောင်းမွန်မှု လိုအပ်သည်။,,,,,
YGN,13,ရွှေဖရုံသီး,ဟင်းသီးဟင်းရွက်ပင်,၁,၂,၄,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,မရ,၀.၂၅,၀.၅,၉,၄,၂.၅,၁,၁၂°C,၃၅°C,ချက်ပြုတ် (ဟင်းချို၊ ဖုတ်)၊ အချိုပွဲ၊ ဆေးဖက်ဝင် (ဗီတာမင်ကြွယ်ဝ),အသီးကြီးများ သီးသော နွယ်ပင်အမျိုးအစားဖြစ်ပြီး နေရာကျယ်ဝန်းမှုနှင့် မြေဆီသြဇာ ကောင်းမွန်မှု လိုအပ်သည်။,,,,,
AYY,14,သခွားသီး,ဟင်းသီးဟင်းရွက်ပင်,၁,၆,၄,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၀.၁၅,၀.၃,၄,၂,၁.၅,၁,၁၂°C,၃၅°C,ဟင်းချက် (အသုပ်၊ အချဉ်တည်)၊ ဆေးဖက်ဝင် (ရေဓာတ်၊ အသားအရေထိန်းသိမ်း),နွယ်ပင်ပေါ်တွင် ပေါက်ရောက်ပြီး ရေဓာတ်ပြည့်ဝသော အသီးဖြစ်ကာ ပုံမှန်ရေရရှိမှုနှင့် အနွေးဓာတ်ကို နှစ်သက်သည်။,,,,,
BGO,14,သခွားသီး,ဟင်းသီးဟင်းရွက်ပင်,၁,၆,၄,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၀.၁၅,၀.၃,၄,၂,၁.၅,၁,၁၂°C,၃၅°C,ဟင်းချက် (အသုပ်၊ အချဉ်တည်)၊ ဆေးဖက်ဝင် (ရေဓာတ်၊ အသားအရေထိန်းသိမ်း),နွယ်ပင်ပေါ်တွင် ပေါက်ရောက်ပြီး ရေဓာတ်ပြည့်ဝသော အသီးဖြစ်ကာ ပုံမှန်ရေရရှိမှုနှင့် အနွေးဓာတ်ကို နှစ်သက်သည်။,,,,,
MDY,14,သခွားသီး,ဟင်းသီးဟင်းရွက်ပင်,၁,၆,၄,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၀.၁၅,၀.၃,၄,၂,၁.၅,၁,၁၂°C,၃၅°C,ဟင်းချက် (အသုပ်၊ အချဉ်တည်)၊ ဆေးဖက်ဝင် (ရေဓာတ်၊ အသားအရေထိန်းသိမ်း),နွယ်ပင်ပေါ်တွင် ပေါက်ရောက်ပြီး ရေဓာတ်ပြည့်ဝသော အသီးဖြစ်ကာ ပုံမှန်ရေရရှိမှုနှင့် အနွေးဓာတ်ကို နှစ်သက်သည်။,,,,,
SHN_S,15,ဆလပ်ရွက်,ဟင်းသီးဟင်းရွက်ပင်,၀.၂,၀.၅,၂,နည်း,အသင့်အတင့်,ရ,ရ,ရ,၀.၀၈,၀.၂,၁,၀.၈,၀.၅,၁,၄°C,၂၅°C,အသုပ်၊ ပေါင်မုန့်ညှပ်၊ ဟင်းချက်အလှဆင်,လျင်မြန်စွာ ကြီးထွားရင့်မှည့်သည့် အရွက်စား ဟင်းသီးဟင်းရွက်ဖြစ်ပြီး အေးမြသော ရာသီဥတုနှင့် ညီမျှသော အစိုဓာတ်ကို နှစ်သက်သည်။,,,,,
MDY,15,ဆလပ်ရွက်,ဟင်းသီးဟင်းရွက်ပင်,၀.၂,၀.၅,၂,နည်း,အသင့်အတင့်,ရ,ရ,ရ,၀.၀၈,၀.၂,၁,၀.၈,၀.၅,၁,၄°C,၂၅°C,အသုပ်၊ ပေါင်မုန့်ညှပ်၊ ဟင်းချက်အလှဆင်,လျင်မြန်စွာ ကြီးထွားရင့်မှည့်သည့် အရွက်စား ဟင်းသီးဟင်းရွက်ဖြစ်ပြီး အေးမြသော ရာသီဥတုနှင့် ညီမျှသော အစိုဓာတ်ကို နှစ်သက်သည်။,,,,,
CHN,15,ဆလပ်ရွက်,ဟင်းသီးဟင်းရွက်ပင်,၀.၂,၀.၅,၂,နည်း,အသင့်အတင့်,ရ,ရ,ရ,၀.၀၈,၀.၂,၁,၀.၈,၀.၅,၁,၄°C,၂၅°C,အသုပ်၊ ပေါင်မုန့်ညှပ်၊ ဟင်းချက်အလှဆင်,လျင်မြန်စွာ ကြီးထွားရင့်မှည့်သည့် အရွက်စား ဟင်းသီးဟင်းရွက်ဖြစ်ပြီး အေးမြသော ရာသီဥတုနှင့် ညီမျှသော အစိုဓာတ်ကို နှစ်သက်သည်။,,,,,
SHN_S,16,ပဲပင်,ဟင်းသီးဟင်းရွက်ပင်,၁,၆,၂,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၀.၁၇,၀.၃၃,၂,၁.၅,၁,၁,၅°C,၂၈°C,အစိုတောင့်၊ ပဲအခြောက်၊ ချက်ပြုတ်၊ သရေစာ,မြေဆီလွှာအတွက် နိုက်ထရိုဂျင်ကို ဖမ်းယူပေးနိုင်သော ပဲပင်မျိုးဖြစ်ပြီး စင်တင်စိုက်ပျိုးပါက အပေါ်သို့ နွယ်တက်ကာ စားသုံးနိုင်သော အသီးတောင့်များကို ထုတ်လုပ်ပေးသည်။,,,,,
MDY,16,ပဲပင်,ဟင်းသီးဟင်းရွက်ပင်,၁,၆,၂,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၀.၁၇,၀.၃၃,၂,၁.၅,၁,၁,၅°C,၂၈°C,အစိုတောင့်၊ ပဲအခြောက်၊ ချက်ပြုတ်၊ သရေစာ,မြေဆီလွှာအတွက် နိုက်ထရိုဂျင်ကို ဖမ်းယူပေးနိုင်သော ပဲပင်မျိုးဖြစ်ပြီး စင်တင်စိုက်ပျိုးပါက အပေါ်သို့ နွယ်တက်ကာ စားသုံးနိုင်သော အသီးတောင့်များကို ထုတ်လုပ်ပေးသည်။,,,,,
SAG,16,ပဲပင်,ဟင်းသီးဟင်းရွက်ပင်,၁,၆,၂,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၀.၁၇,၀.၃၃,၂,၁.၅,၁,၁,၅°C,၂၈°C,အစိုတောင့်၊ ပဲအခြောက်၊ ချက်ပြုတ်၊ သရေစာ,မြေဆီလွှာအတွက် နိုက်ထရိုဂျင်ကို ဖမ်းယူပေးနိုင်သော ပဲပင်မျိုးဖြစ်ပြီး စင်တင်စိုက်ပျိုးပါက အပေါ်သို့ နွယ်တက်ကာ စားသုံးနိုင်သော အသီးတောင့်များကို ထုတ်လုပ်ပေးသည်။,,,,,
SHN_S,17,ပြောင်းဖူး,ဟင်းသီးဟင်းရွက်ပင်,၃,၈,၈,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,မရ,၀.၂၅,၀.၅,၂,၆,၄,၁,၁၀°C,၃၅°C,အစေ့၊ အစာကျွေး၊ ချက်ပြုတ်၊ ဟင်းချက် (ပြောင်းဖူးမှုန့်၊ ပြောင်းဖူးရည်),အစေ့အဆန် ရယူရန် စိုက်ပျိုးသော တစ်နှစ်ခံ နှံစားသီးနှံဖြစ်ပြီး မြေဆီသြဇာထက်သန်မှုနှင့် နေရောင်ခြည် အပြည့်အဝရရှိရန် လိုအပ်သည်။,,,,,
SAG,17,ပြောင်းဖူး,ဟင်းသီးဟင်းရွက်ပင်,၃,၈,၈,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,မရ,၀.၂၅,၀.၅,၂,၆,၄,၁,၁၀°C,၃၅°C,အစေ့၊ အစာကျွေး၊ ချက်ပြုတ်၊ ဟင်းချက် (ပြောင်းဖူးမှုန့်၊ ပြောင်းဖူးရည်),အစေ့အဆန် ရယူရန် စိုက်ပျိုးသော တစ်နှစ်ခံ နှံစားသီးနှံဖြစ်ပြီး မြေဆီသြဇာထက်သန်မှုနှင့် နေရောင်ခြည် အပြည့်အဝရရှိရန် လိုအပ်သည်။,,,,,
MDY,17,ပြောင်းဖူး,ဟင်းသီးဟင်းရွက်ပင်,၃,၈,၈,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,မရ,၀.၂၅,၀.၅,၂,၆,၄,၁,၁၀°C,၃၅°C,အစေ့၊ အစာကျွေး၊ ချက်ပြုတ်၊ ဟင်းချက် (ပြောင်းဖူးမှုန့်၊ ပြောင်းဖူးရည်),အစေ့အဆန် ရယူရန် စိုက်ပျိုးသော တစ်နှစ်ခံ နှံစားသီးနှံဖြစ်ပြီး မြေဆီသြဇာထက်သန်မှုနှင့် နေရောင်ခြည် အပြည့်အဝရရှိရန် လိုအပ်သည်။,,,,,
MDY,19,ကန်စွန်းဥ,ဟင်းသီးဟင်းရွက်ပင်,၁,၃,၄,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၀.၃၃,၀.၇၅,၃,၂.၅,၁.၆,၁,၁၀°C,၃၅°C,ဥချက်ပြုတ်၊ ဖုတ်၊ အချိုပွဲ၊ ဆေးဖက်ဝင် (အမျှင်ဓာတ်၊ ဗီတာမင်အေ),ကစီဓာတ်ပြည့်ဝသော ဥများကို ထုတ်လုပ်ပေးသည့် နွယ်ပင်ဖြစ်ပြီး မြေဆီလွှာ ညံ့ဖျင်းသော နေရာများတွင်လည်း ဖြစ်ထွန်းနိုင်သည်။,,,,,
SHN_S,19,ကန်စွန်းဥ,ဟင်းသီးဟင်းရွက်ပင်,၁,၃,၄,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၀.၃၃,၀.၇၅,၃,၂.၅,၁.၆,၁,၁၀°C,၃၅°C,ဥချက်ပြုတ်၊ ဖုတ်၊ အချိုပွဲ၊ ဆေးဖက်ဝင် (အမျှင်ဓာတ်၊ ဗီတာမင်အေ),ကစီဓာတ်ပြည့်ဝသော ဥများကို ထုတ်လုပ်ပေးသည့် နွယ်ပင်ဖြစ်ပြီး မြေဆီလွှာ ညံ့ဖျင်းသော နေရာများတွင်လည်း ဖြစ်ထွန်းနိုင်သည်။,,,,,
SAG,19,ကန်စွန်းဥ,ဟင်းသီးဟင်းရွက်ပင်,၁,၃,၄,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၀.၃၃,၀.၇၅,၃,၂.၅,၁.၆,၁,၁၀°C,၃၅°C,ဥချက်ပြုတ်၊ ဖုတ်၊ အချိုပွဲ၊ ဆေးဖက်ဝင် (အမျှင်ဓာတ်၊ ဗီတာမင်အေ),ကစီဓာတ်ပြည့်ဝသော ဥများကို ထုတ်လုပ်ပေးသည့် နွယ်ပင်ဖြစ်ပြီး မြေဆီလွှာ ညံ့ဖျင်းသော နေရာများတွင်လည်း ဖြစ်ထွန်းနိုင်သည်။,,,,,
AYY,20,မာလကာသီး,သီးပင်,၁၀,၂၀,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၁.၅,၃,၂၅,၂၅,၁၈,၂၅,၁၀°C,၃၈°C,သစ်သီး၊ ယို၊ ဆေးဖက်ဝင် (အစာချေ၊ ကိုယ်ခံအား),ချိုချဉ်အရသာရှိသော အသီးများသီးသည့် ဒဏ်ခံနိုင်သော အပူပိုင်းဒေသအပင်ဖြစ်ပြီး မြေအမျိုးအစား အမျိုးမျိုးတွင် ပေါက်ရောက်နိုင်သည်။,,,,,
BGO,20,မာလကာသီး,သီးပင်,၁၀,၂၀,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၁.၅,၃,၂၅,၂၅,၁၈,၂၅,၁၀°C,၃၈°C,သစ်သီး၊ ယို၊ ဆေးဖက်ဝင် (အစာချေ၊ ကိုယ်ခံအား),ချိုချဉ်အရသာရှိသော အသီးများသီးသည့် ဒဏ်ခံနိုင်သော အပူပိုင်းဒေသအပင်ဖြစ်ပြီး မြေအမျိုးအစား အမျိုးမျိုးတွင် ပေါက်ရောက်နိုင်သည်။,,,,,
MDY,20,မာလကာသီး,သီးပင်,၁၀,၂၀,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၁.၅,၃,၂၅,၂၅,၁၈,၂၅,၁၀°C,၃၈°C,သစ်သီး၊ ယို၊ ဆေးဖက်ဝင် (အစာချေ၊ ကိုယ်ခံအား),ချိုချဉ်အရသာရှိသော အသီးများသီးသည့် ဒဏ်ခံနိုင်သော အပူပိုင်းဒေသအပင်ဖြစ်ပြီး မြေအမျိုးအစား အမျိုးမျိုးတွင် ပေါက်ရောက်နိုင်သည်။,,,,,
YGN,20,မာလကာသီး,သီးပင်,၁၀,၂၀,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၁.၅,၃,၂၅,၂၅,၁၈,၂၅,၁၀°C,၃၈°C,သစ်သီး၊ ယို၊ ဆေးဖက်ဝင် (အစာချေ၊ ကိုယ်ခံအား),ချိုချဉ်အရသာရှိသော အသီးများသီးသည့် ဒဏ်ခံနိုင်သော အပူပိုင်းဒေသအပင်ဖြစ်ပြီး မြေအမျိုးအစား အမျိုးမျိုးတွင် ပေါက်ရောက်နိုင်သည်။,,,,,
AYY,21,သင်္ဘောသီး,သီးပင်,၆,၁၅,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၀.၅,၁.၅,၁၆,၁၀,၇,၆,၁၀°C,၄၀°C,သစ်သီး၊ အသုပ်၊ အစာကြေအထောက်အကူ၊ ဆေးဖက်ဝင် (ပါပိန်းအင်ဇိုင်း),ကြီးထွားနှုန်းမြန်သော အပူပိုင်းဒေသအပင်ဖြစ်ပြီး အခြေအနေကောင်းပါက တစ်နှစ်အတွင်း အသီးချိုများ သီးနိုင်သည်။,,,,,
BGO,21,သင်္ဘောသီး,သီးပင်,၆,၁၅,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၀.၅,၁.၅,၁၆,၁၀,၇,၆,၁၀°C,၄၀°C,သစ်သီး၊ အသုပ်၊ အစာကြေအထောက်အကူ၊ ဆေးဖက်ဝင် (ပါပိန်းအင်ဇိုင်း),ကြီးထွားနှုန်းမြန်သော အပူပိုင်းဒေသအပင်ဖြစ်ပြီး အခြေအနေကောင်းပါက တစ်နှစ်အတွင်း အသီးချိုများ သီးနိုင်သည်။,,,,,
BGO,21,သင်္ဘောသီး,သီးပင်,၆,၁၅,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၀.၅,၁.၅,၁၆,၁၀,၇,၆,၁၀°C,၄၀°C,သစ်သီး၊ အသုပ်၊ အစာကြေအထောက်အကူ၊ ဆေးဖက်ဝင် (ပါပိန်းအင်ဇိုင်း),ကြီးထွားနှုန်းမြန်သော အပူပိုင်းဒေသအပင်ဖြစ်ပြီး အခြေအနေကောင်းပါက တစ်နှစ်အတွင်း အသီးချိုများ သီးနိုင်သည်။,,,,,
YGN,21,သင်္ဘောသီး,သီးပင်,၆,၁၅,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၀.၅,၁.၅,၁၆,၁၀,၇,၆,၁၀°C,၄၀°C,သစ်သီး၊ အသုပ်၊ အစာကြေအထောက်အကူ၊ ဆေးဖက်ဝင် (ပါပိန်းအင်ဇိုင်း),ကြီးထွားနှုန်းမြန်သော အပူပိုင်းဒေသအပင်ဖြစ်ပြီး အခြေအနေကောင်းပါက တစ်နှစ်အတွင်း အသီးချိုများ သီးနိုင်သည်။,,,,,
AYY,22,ငှက်ပျောသီး,သီးပင်,၆,၂၅,၁၃,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၀.၇၅,၁.၅,၁၆,၂၀,၁၄,၇,၁၀°C,၃၈°C,သစ်သီး၊ အချိုပွဲ၊ ဖုတ်၊ ဆေးဖက်ဝင် (ပိုတက်စီယမ်၊ အစာချေ),အသီးချိုများကို အခိုင်လိုက် သီးလေ့ရှိသည့် ပင်စည်ပျော့အပင်ကြီးမျိုးဖြစ်ပြီး ပုံမှန်ရေနှင့် အာဟာရဓာတ် လိုအပ်သည်။,,,,,
TNY,22,ငှက်ပျောသီး,သီးပင်,၆,၂၅,၁၃,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၀.၇၅,၁.၅,၁၆,၂၀,၁၄,၇,၁၀°C,၃၈°C,သစ်သီး၊ အချိုပွဲ၊ ဖုတ်၊ ဆေးဖက်ဝင် (ပိုတက်စီယမ်၊ အစာချေ),အသီးချိုများကို အခိုင်လိုက် သီးလေ့ရှိသည့် ပင်စည်ပျော့အပင်ကြီးမျိုးဖြစ်ပြီး ပုံမှန်ရေနှင့် အာဟာရဓာတ် လိုအပ်သည်။,,,,,
YGN,22,ငှက်ပျောသီး,သီးပင်,၆,၂၅,၁၃,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၀.၇၅,၁.၅,၁၆,၂၀,၁၄,၇,၁၀°C,၃၈°C,သစ်သီး၊ အချိုပွဲ၊ ဖုတ်၊ ဆေးဖက်ဝင် (ပိုတက်စီယမ်၊ အစာချေ),အသီးချိုများကို အခိုင်လိုက် သီးလေ့ရှိသည့် ပင်စည်ပျော့အပင်ကြီးမျိုးဖြစ်ပြီး ပုံမှန်ရေနှင့် အာဟာရဓာတ် လိုအပ်သည်။,,,,,
MON,22,ငှက်ပျောသီး,သီးပင်,၆,၂၅,၁၃,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၀.၇၅,၁.၅,၁၆,၂၀,၁၄,၇,၁၀°C,၃၈°C,သစ်သီး၊ အချိုပွဲ၊ ဖုတ်၊ ဆေးဖက်ဝင် (ပိုတက်စီယမ်၊ အစာချေ),အသီးချိုများကို အခိုင်လိုက် သီးလေ့ရှိသည့် ပင်စည်ပျော့အပင်ကြီးမျိုးဖြစ်ပြီး ပုံမှန်ရေနှင့် အာဟာရဓာတ် လိုအပ်သည်။,,,,,
SHN_S,23,ပန်းဂေါ်ဖီ,ဟင်းသီးဟင်းရွက်ပင်,၁,၂,၄,အသင့်အတင့်,အသင့်အတင့်,မရ,ရ,မရ,၀.၃၃,၀.၅,၃,၃,၁.၈,၁,၅°C,၃၀°C,ချက်ပြုတ် (ပေါင်း၊ ဆီသတ်)၊ အသုပ်၊ အာဟာရ,အပူဒဏ်ကို မခံနိုင်ဘဲ စားသုံးနိုင်သော အပွင့်/အထုပ် ထွက်ရှိသည့် ဆောင်းရာသီ ဂေါ်ဖီမျိုးနွယ်ဝင် အပင်ဖြစ်သည်။,,,,,
MDY,23,ပန်းဂေါ်ဖီ,ဟင်းသီးဟင်းရွက်ပင်,၁,၂,၅,အသင့်အတင့်,အသင့်အတင့်,မရ,ရ,မရ,၀.၃၃,၀.၅,၃,၃,၁.၈,၁,၅°C,၃၀°C,ချက်ပြုတ် (ပေါင်း၊ ဆီသတ်)၊ အသုပ်၊ အာဟာရ,အပူဒဏ်ကို မခံနိုင်ဘဲ စားသုံးနိုင်သော အပွင့်/အထုပ် ထွက်ရှိသည့် ဆောင်းရာသီ ဂေါ်ဖီမျိုးနွယ်ဝင် အပင်ဖြစ်သည်။,,,,,
SAG,23,ပန်းဂေါ်ဖီ,ဟင်းသီးဟင်းရွက်ပင်,၁,၂,၆,အသင့်အတင့်,အသင့်အတင့်,မရ,ရ,မရ,၀.၃၃,၀.၅,၃,၃,၁.၈,၁,၅°C,၃၀°C,ချက်ပြုတ် (ပေါင်း၊ ဆီသတ်)၊ အသုပ်၊ အာဟာရ,အပူဒဏ်ကို မခံနိုင်ဘဲ စားသုံးနိုင်သော အပွင့်/အထုပ် ထွက်ရှိသည့် ဆောင်းရာသီ ဂေါ်ဖီမျိုးနွယ်ဝင် အပင်ဖြစ်သည်။,,,,,
SHN_S,24,စတော်ဘယ်ရီ,သီးပင်,၀.၁,၀.၆,၁,အသင့်အတင့်,အပြည့်အဝ,ရ,ရ,ရ,၀.၂၅,၀.၅,၁,၁.၅,၁,၂,-၅°C,၃၀°C,သစ်သီး၊ အချိုပွဲ၊ ယို၊ ဟင်းချက်အလှဆင်,အေးသောရာသီဥတုတွင် ပေါက်ရောက်သည့် အပင်ပု နှစ်ရှည်ခံပင်ဖြစ်ပြီး နွေဦးနှင့် နွေရာသီတို့တွင် ချိုမြိန်သော စတော်ဘယ်ရီသီးများကို ထုတ်လုပ်ပေးသည်။,,,,,
SHN_S,25,မုန်လာဥနီ,ဟင်းသီးဟင်းရွက်ပင်,၀.၅,၁,၂,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၀.၂၅,၀.၅,၁,၁.၅,၁,၁,၄°C,၃၀°C,ချက်ပြုတ်၊ ဖျော်ရည်၊ ဆေးဖက်ဝင် (အမြင်အာရုံ၊ ဓာတ်တိုးဆန့်ကျင်),ရေသောက်မြစ် (ဥမကြီး) ဖွံ့ဖြိုးစေသော ဥစားသီးနှံဖြစ်ပြီး ဥများ ဖြောင့်တန်းလှပစေရန် ကျောက်ခဲကင်းစင်ပြီး နက်သောမြေကို နှစ်သက်သည်။,,,,,
CHN,25,မုန်လာဥနီ,ဟင်းသီးဟင်းရွက်ပင်,၀.၅,၁,၂,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၀.၂၅,၀.၅,၁,၁.၅,၁,၁,၄°C,၃၀°C,ချက်ပြုတ်၊ ဖျော်ရည်၊ ဆေးဖက်ဝင် (အမြင်အာရုံ၊ ဓာတ်တိုးဆန့်ကျင်),ရေသောက်မြစ် (ဥမကြီး) ဖွံ့ဖြိုးစေသော ဥစားသီးနှံဖြစ်ပြီး ဥများ ဖြောင့်တန်းလှပစေရန် ကျောက်ခဲကင်းစင်ပြီး နက်သောမြေကို နှစ်သက်သည်။,,,,,
SHN_S,28,လိမ္မော်သီး,သီးပင်,၁၂,၃၀,၄,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၃,၆,၂၅,၃၅,၂၅,၄၀,-၃°C,၄၀°C,သစ်သီး၊ ဖျော်ရည်၊ လိမ္မော်ယို၊ ဆေးဖက်ဝင် (ဗီတာမင်စီ),ချိုချဉ်သော အသီးများရရှိသည့် ရှောက်/သံပုရာ မျိုးနွယ်ဝင်အပင်ဖြစ်ပြီး ဆီးနှင်းကင်းစင်သော ဆောင်းရာသီနှင့် ပုံမှန် မြေသြဇာကျွေးမှု လိုအပ်သည်။,,,,,
MDY,28,လိမ္မော်သီး,သီးပင်,၁၂,၃၀,၅,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၃,၆,၂၅,၃၅,၂၅,၄၀,-၃°C,၄၀°C,သစ်သီး၊ ဖျော်ရည်၊ လိမ္မော်ယို၊ ဆေးဖက်ဝင် (ဗီတာမင်စီ),ချိုချဉ်သော အသီးများရရှိသည့် ရှောက်/သံပုရာ မျိုးနွယ်ဝင်အပင်ဖြစ်ပြီး ဆီးနှင်းကင်းစင်သော ဆောင်းရာသီနှင့် ပုံမှန် မြေသြဇာကျွေးမှု လိုအပ်သည်။,,,,,
SHN_S,29,ပန်းသီး,သီးပင်,၁၀,၃၀,၆,များ,အပြည့်အဝ,မရ,ရ,ရ,၃,၈,၂၅,၄၀,၃၀,၅၀,-၁၀°C,၃၅°C,သစ်သီး၊ အချိုပွဲ၊ ဖုတ်၊ ဖျော်ရည်၊ ယို,ပန်းသီးများ သီးသော အရွက်ကြွေပင်ဖြစ်ပြီး လုံလောက်သော အအေးချိန်နာရီများနှင့် စနစ်တကျ ကိုင်းဖြတ်ပြုပြင်ခြင်းတို့ လိုအပ်သည်။,,,,,
TNY,30,နာနတ်သီး,သီးပင်,၁,၄,၇,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၁,၁.၅,၄,၁.၂,၀.၆,၇,၁၀°C,၃၅°C,သစ်သီး၊ ဖျော်ရည်၊ အချိုပွဲ၊ ဟင်းချက်၊ ဆေးဖက်ဝင် (အစာချေ),အရွက်ချွန်များနှင့်အတူ ကြမ်းတမ်းသောအသားအရေရှိ၍ ချိုပြီး အရည်ရွှမ်းသောအသီးများ သီးသောအပူပိုင်းဒေသအပင်ဖြစ်သည်။,,,,,
MON,30,နာနတ်သီး,သီးပင်,၁,၄,၈,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၁,၁.၅,၄,၁.၂,၀.၆,၇,၁၀°C,၃၅°C,သစ်သီး၊ ဖျော်ရည်၊ အချိုပွဲ၊ ဟင်းချက်၊ ဆေးဖက်ဝင် (အစာချေ),အရွက်ချွန်များနှင့်အတူ ကြမ်းတမ်းသောအသားအရေရှိ၍ ချိုပြီး အရည်ရွှမ်းသောအသီးများ သီးသောအပူပိုင်းဒေသအပင်ဖြစ်သည်။,,,,,
YGN,30,နာနတ်သီး,သီးပင်,၁,၄,၈,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၁,၁.၅,၄,၁.၂,၀.၆,၇,၁၀°C,၃၅°C,သစ်သီး၊ ဖျော်ရည်၊ အချိုပွဲ၊ ဟင်းချက်၊ ဆေးဖက်ဝင် (အစာချေ),အရွက်ချွန်များနှင့်အတူ ကြမ်းတမ်းသောအသားအရေရှိ၍ ချိုပြီး အရည်ရွှမ်းသောအသီးများ သီးသောအပူပိုင်းဒေသအပင်ဖြစ်သည်။,,,,,
AYY,31,ဖရဲသီး,သီးပင်,၀.၆,၂,၂၀,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,မရ,၀.၃,၀.၅,၁၂,၁.၅,၀.၉,၀.၅,၁၂°C,၄၀°C,သစ်သီး၊ ဖျော်ရည်၊ အသုပ်၊ အေးမြစေ,အစိမ်းရောင် အခွံပါ၍ အစေ့နက်များပါရှိသည့် အနီရောင် အရည်ရွှမ်းသော အသားရှိသည့် နွယ်ပင်ပေါ်တွင် ပေါက်သောအသီးကြီးဖြစ်သည်။,,,,,
